Street Name,Project,Developers,City,Province,Country,Postal Code,Completion,Building Type,Num Floors,Status,Brochure URL,Photos,Price,Bed,Area,Unit Url
322 East 15th Avenue,E15 - Just Off Main,OpenForm Properties,Vancouver,BC,Canada,,2023,Townhomes,,2023,,https://www.livabl.com/vancouver-bc/e15--just-off-main,Now Selling,Floorplans coming soon bd,,https://www.livabl.com/vancouver-bc/e15--just-off-main
6409 Cambie Street,Marco Polo,Gryphon Development,Vancouver,BC,Canada,,2028,Condos,,2028,,https://www.livabl.com/vancouver-bc/marco-polo,"From $688,000",Floorplans coming soon bd,,https://www.livabl.com/vancouver-bc/marco-polo
3302 North Arm Avenue,Penthouse Collection,Wesgroup,Vancouver,BC,Canada,,Now,Condos,,Now,,https://www.livabl.com/vancouver-bc/penthouse-collection,"From $1,890,000",3.5 bd,1735 - 1756 SqFt,https://www.livabl.com/vancouver-bc/penthouse-collection
620 West King Edward Avenue,Ash & Edwards,Western Construction,Vancouver,BC,Canada,,,Condos & Towns,,,,https://www.livabl.com/vancouver-bc/ash-edwards,Register Now,Floorplans coming soon bd,,https://www.livabl.com/vancouver-bc/ash-edwards
5007 Ash Street,Autograph,Pennyfarthing Homes,Vancouver,BC,Canada,,2023,Condos,,2023,,https://www.livabl.com/vancouver-bc/autograph,"From $2,039,900",1 - 3 bd,612 - 1073 SqFt,https://www.livabl.com/vancouver-bc/autograph
2465 West 41st Avenue,Elm41,iFortune,Vancouver,BC,Canada,,2026,Condos,,2026,,https://www.livabl.com/vancouver-bc/elm41,Now Selling,1 - 3 bd,690 - 1602 SqFt,https://www.livabl.com/vancouver-bc/elm41
11 Lansdowne Avenue,Signature On 7,Mosaik Homes,Vaughan,ON,Canada,,,Condos,,,,https://www.livabl.com/vaughan-on/signature-on-7,"From the low $700,000's",Floorplans coming soon bd,,https://www.livabl.com/vaughan-on/signature-on-7
9691 Islington Avenue,Kort View Condominiums,Royalpark Homes,Vaughan,ON,Canada,,,Condos,,,,https://www.livabl.com/vaughan-on/kort-view-condominiums,Register Now,Floorplans coming soon bd,,https://www.livabl.com/vaughan-on/kort-view-condominiums
7850 Dufferin Street,The Gates of Thornhill,Marydel Homes,Vaughan,ON,Canada,,2025,Condos & Towns,,2025,,https://www.livabl.com/vaughan-on/the-gates-of-thornhill,"From $419,900",Studio - 3 bd,315 - 1375 SqFt,https://www.livabl.com/vaughan-on/the-gates-of-thornhill
30 Pennsylvania Avenue,The Residences of Broadway,Mason Homes,Vaughan,ON,Canada,,,Towns & Singles,,,,https://www.livabl.com/vaughan-on/the-residences-of-broadway,Register Now,Floorplans coming soon bd,,https://www.livabl.com/vaughan-on/the-residences-of-broadway
Kleinburg Summit Way & Kirby Road,McMichael Estates - The Townhome Collection,Treasure Hill Homes,Vaughan,ON,Canada,,,Townhomes,,,,https://www.livabl.com/vaughan-on/mcmichael-estates-the-townhome-collection,Register Now,Floorplans coming soon bd,,https://www.livabl.com/vaughan-on/mcmichael-estates-the-townhome-collection
30 Pennsylvania Avenue,410 Yonge,Mason Homes,Vaughan,ON,Canada,,,Townhomes,,,,https://www.livabl.com/vaughan-on/410-yonge,Register Now,Floorplans coming soon bd,,https://www.livabl.com/vaughan-on/410-yonge
7082 Islington Avenue,SXSW - Tower 2,Primont Homes,Vaughan,ON,Canada,,2026,Condos,,2026,,https://www.livabl.com/vaughan-on/sxsw--tower-2,"From $529,900",Studio - 2 bd,412 - 752 SqFt,https://www.livabl.com/vaughan-on/sxsw--tower-2
2920 Highway 7,CG Tower,Cortel Group,Vaughan,ON,Canada,,2024,Condos,,2024,,https://www.livabl.com/vaughan-on/cg-tower,"From $867,549",1 - 2 bd,725 - 902 SqFt,https://www.livabl.com/vaughan-on/cg-tower
2800 Highway 7,Forum,Cortel Group,Vaughan,ON,Canada,,,Condos,,,,https://www.livabl.com/vaughan-on/forum,Register Now,Floorplans coming soon bd,,https://www.livabl.com/vaughan-on/forum
Appleyard Avenue & Pellegrini Drive,Kleinburg Hills,CountryWide Homes,Vaughan,ON,Canada,,2023,Single Family Homes,,2023,,https://www.livabl.com/vaughan-on/kleinburg-hills2,"From $2,500,000",4 - 5 bd,3299 - 3880 SqFt,https://www.livabl.com/vaughan-on/kleinburg-hills2
Huntington Road & Mactier Drive,New Kleinburg,ARISTA Homes,Vaughan,ON,Canada,,,Towns & Singles,,,,https://www.livabl.com/vaughan-on/new-kleinburg3,Register Now,Floorplans coming soon bd,,https://www.livabl.com/vaughan-on/new-kleinburg3
Ontario 27 & Rutherford Road,The Towns of Rutherford Heights,Caliber Homes,Vaughan,ON,Canada,,,Townhomes,,,,https://www.livabl.com/vaughan-on/the-towns-of-rutherford-heights,Register Now,Floorplans coming soon bd,,https://www.livabl.com/vaughan-on/the-towns-of-rutherford-heights
2901 Rutherford Road,Abeja District - Block Two,Cortel Group,Vaughan,ON,Canada,,,Condos,,,,https://www.livabl.com/vaughan-on/abeja-district--block-two,Register Now,Floorplans coming soon bd,,https://www.livabl.com/vaughan-on/abeja-district--block-two
Cannes Avenue & Rivoli Drive,View in Vaughan - Phase 2,Mosaik Homes,Vaughan,ON,Canada,,2023,Single Family Homes,,2023,,https://www.livabl.com/vaughan-on/view-in-vaughan--phase-2,"From $3,100,000",4 - 5 bd,4170 - 4400 SqFt,https://www.livabl.com/vaughan-on/view-in-vaughan--phase-2
7082 Islington Avenue,Hillmont at SXSW,Primont Homes,Vaughan,ON,Canada,,2025,Condos,,2025,,https://www.livabl.com/vaughan-on/hillmont-at-sxsw,Register Now,Floorplans coming soon bd,,https://www.livabl.com/vaughan-on/hillmont-at-sxsw
3300 Rutherford Road,3300 Rutherford,Almadev,Vaughan,ON,Canada,,,Condos,,,,https://www.livabl.com/vaughan-on/3300-rutherford1,Register Now,Floorplans coming soon bd,,https://www.livabl.com/vaughan-on/3300-rutherford1
21 Sophies Court,Pine Valley,Gold Park Homes,Vaughan,ON,Canada,,2023,Single Family Homes,,2023,,https://www.livabl.com/vaughan-on/pine-valley,Now Selling,Floorplans coming soon bd,,https://www.livabl.com/vaughan-on/pine-valley
4611 Highway 7,Murals Condominiums,Forest Green Homes,Vaughan,ON,Canada,,,Condos,,,,https://www.livabl.com/vaughan-on/murals-condominiums,"From the $400,000's",Floorplans coming soon bd,,https://www.livabl.com/vaughan-on/murals-condominiums
8188 Yonge Street,8188,Trulife Developments and Constantine Enterprises Inc.,Vaughan,ON,Canada,,,Condos & Towns,,,,https://www.livabl.com/vaughan-on/8188,Register Now,Floorplans coming soon bd,,https://www.livabl.com/vaughan-on/8188
Weston Road & Comdel Boulevard,Vellore Trails,ARISTA Homes,Vaughan,ON,Canada,,,Towns & Singles,,,,https://www.livabl.com/vaughan-on/vellore-trails,Register Now,Floorplans coming soon bd,,https://www.livabl.com/vaughan-on/vellore-trails
365 Stegman's Mill Road,Park Mills,SkyHomes Corporation,Vaughan,ON,Canada,,,Single Family Homes,,,,https://www.livabl.com/vaughan-on/park-mills,Register Now,Floorplans coming soon bd,,https://www.livabl.com/vaughan-on/park-mills
Vivot Boulevard & Endless Circle,Copperwood,Mosaik Homes,Vaughan,ON,Canada,,,Single Family Homes,,,,https://www.livabl.com/vaughan-on/copperwood,Register Now,4 bd,3935 - 6350 SqFt,https://www.livabl.com/vaughan-on/copperwood
7082 Islington Avenue,SXSW - Tower 1,Primont Homes,Vaughan,ON,Canada,,2026,Condos,,2026,,https://www.livabl.com/vaughan-on/sxsw--tower-1,"From $731,900",1.5 - 2 bd,579 - 809 SqFt,https://www.livabl.com/vaughan-on/sxsw--tower-1
2916 Highway 7,Nord West Condos at Expo City,Cortel Group,Vaughan,ON,Canada,,Now,Condos,,Now,,https://www.livabl.com/vaughan-on/nord-west-condos-at-expo-city1,"From $1,738,500",2 - 3.5 bd,1830 - 2150 SqFt,https://www.livabl.com/vaughan-on/nord-west-condos-at-expo-city1
19 Orion Crescent,Aurora at North Point,Carriage Signature Homes,Winnipeg,MB,Canada,,,Single Family Homes,,,,https://www.livabl.com/winnipeg-mb/aurora-at-north-point2,Register Now,Floorplans coming soon bd,,https://www.livabl.com/winnipeg-mb/aurora-at-north-point2
Yellow Moon Crescent,Sage Creek,Broadview Homes (Winnipeg),Winnipeg,MB,Canada,,,Single Family Homes,,,,https://www.livabl.com/winnipeg-mb/sage-creek12,"From $454,915",3 - 4 bd,1383 - 1983 SqFt,https://www.livabl.com/winnipeg-mb/sage-creek12
McPhillips Street,Highland Pointe,Carriage Signature Homes,Winnipeg,MB,Canada,,,Single Family Homes,,,,https://www.livabl.com/winnipeg-mb/highland-pointe4,"From $739,900",4 bd,2268 SqFt,https://www.livabl.com/winnipeg-mb/highland-pointe4
McPhillips St & Balgona Rd,Highland Pointe,Ladco Company Limited,Winnipeg,MB,Canada,,,Community,,,,https://www.livabl.com/winnipeg-mb/highland-pointe--mpc,"From $399,900",4 bd,,https://www.livabl.com/winnipeg-mb/highland-pointe--mpc
50 Morning Star Lane,Flora North Condominiums,StreetSide Development Corporation (Winnipeg),Winnipeg,MB,Canada,,,Townhomes,,,,https://www.livabl.com/winnipeg-mb/flora-north-condominiums,"From $327,900",2 bd,979 - 1178 SqFt,https://www.livabl.com/winnipeg-mb/flora-north-condominiums
Fernbank Avenue,Highland Pointe,Daytona Homes,Winnipeg,MB,Canada,,,Single Family Homes,,,,https://www.livabl.com/winnipeg-mb/highland-pointe5,"From $545,921",3 - 5 bd,1520 - 2375 SqFt,https://www.livabl.com/winnipeg-mb/highland-pointe5
635 Ballantrae Drive,Grand Pacific Gardens,Kothari Group of Companies,Winnipeg,MB,Canada,,2024,Condos,,2024,,https://www.livabl.com/winnipeg-mb/grand-pacific-gardens,"From $229,900",1 - 2 bd,654 - 997 SqFt,https://www.livabl.com/winnipeg-mb/grand-pacific-gardens
105 South Town Road,The Rise - Phase 2,StreetSide Development Corporation (Winnipeg),Winnipeg,MB,Canada,,Now,Condos,,Now,,https://www.livabl.com/winnipeg-mb/the-rise--phase-2,"From $359,900",2 bd,833 - 1198 SqFt,https://www.livabl.com/winnipeg-mb/the-rise--phase-2
792 De la Seigneurie Boulevard,Bonavista,Daytona Homes,Winnipeg,MB,Canada,,,Towns & Singles,,,,https://www.livabl.com/winnipeg-mb/bonavista7,"From $399,950",3 - 4 bd,1327 - 2375 SqFt,https://www.livabl.com/winnipeg-mb/bonavista7
Emslie Street,Trailhead at the Ponds,Carriage Signature Homes,Winnipeg,MB,Canada,,,Single Family Homes,,,,https://www.livabl.com/winnipeg-mb/trailhead-at-the-ponds,"From $2,089,369",3 bd,2844 - 3914 SqFt,https://www.livabl.com/winnipeg-mb/trailhead-at-the-ponds
Emslie St,Trailhead at the Ponds,Carrington Land LTD.,Winnipeg,MB,Canada,,,Community,,,,https://www.livabl.com/winnipeg-mb/trailhead-at-the-ponds--mpc,"From $2,089,369",3 bd,,https://www.livabl.com/winnipeg-mb/trailhead-at-the-ponds--mpc
80 Philip Lee Drive,Crocus Gardens - Phase 3,Kothari Group of Companies,Winnipeg,MB,Canada,,Now,Condos,,Now,,https://www.livabl.com/winnipeg-mb/crocus-gardens--phase-3,"From $277,900",2 bd,847 - 914 SqFt,https://www.livabl.com/winnipeg-mb/crocus-gardens--phase-3
Lynx Street,Lynx Gate Estates,StreetSide Development Corporation (Winnipeg),Winnipeg,MB,Canada,,2024,Townhomes,,2024,,https://www.livabl.com/winnipeg-mb/lynx-gate-estates,"From $419,900",3 bd,1325 SqFt,https://www.livabl.com/winnipeg-mb/lynx-gate-estates
3290 Pembina Highway,Le Parc I & II,,Winnipeg,MB,Canada,,,Condos,,,,https://www.livabl.com/winnipeg-mb/le-parc-i--ii,Register Now,1.5 - 3 bd,897 - 1427 SqFt,https://www.livabl.com/winnipeg-mb/le-parc-i--ii
187 Big Bluestem Road,Summerlea,Daytona Homes,Winnipeg,MB,Canada,,,Towns & Singles,,,,https://www.livabl.com/winnipeg-mb/summerlea5,"From $389,450",2 - 4 bd,1213 - 2375 SqFt,https://www.livabl.com/winnipeg-mb/summerlea5
780 Tache Avenue,Vue Taché,StreetSide Development Corporation (Winnipeg),Winnipeg,MB,Canada,,2023,Condos,,2023,,https://www.livabl.com/winnipeg-mb/vue-tache,"From $329,900",1 - 2.5 bd,786 - 1521 SqFt,https://www.livabl.com/winnipeg-mb/vue-tache
3 Pegasus Street,Aurora,Daytona Homes,Winnipeg,MB,Canada,,,Towns & Singles,,,,https://www.livabl.com/winnipeg-mb/aurora1,"From $389,875",2 - 4 bd,1213 - 2375 SqFt,https://www.livabl.com/winnipeg-mb/aurora1
Rte 180 & Murray Ave & McPhillips St,Aurora at North Point,Daytona Homes,Winnipeg,MB,Canada,,,Community,,,,https://www.livabl.com/winnipeg-mb/aurora-at-north-point--mpc,"From $389,875",2 - 4 bd,,https://www.livabl.com/winnipeg-mb/aurora-at-north-point--mpc
31 Sheilagh Ball Cove,Devonshire Park,Daytona Homes,Winnipeg,MB,Canada,,,Towns & Singles,,,,https://www.livabl.com/winnipeg-mb/devonshire-park9,"From $539,670",3 - 4 bd,1579 - 2375 SqFt,https://www.livabl.com/winnipeg-mb/devonshire-park9
120 Sage Creek Boulevard,Sage Village,StreetSide Development Corporation (Winnipeg),Winnipeg,MB,Canada,,2025,Condos,,2025,,https://www.livabl.com/winnipeg-mb/sage-village,"From $279,900",2 - 3 bd,845 - 1704 SqFt,https://www.livabl.com/winnipeg-mb/sage-village
194 Couture Crescent,Couture South,StreetSide Development Corporation (Winnipeg),Winnipeg,MB,Canada,,,Townhomes,,,,https://www.livabl.com/winnipeg-mb/couture-south,"From $419,900",3 bd,1152 - 1296 SqFt,https://www.livabl.com/winnipeg-mb/couture-south
1505 Molson Street,Bloom and Timber Condominiums,Irwin Homes,Winnipeg,MB,Canada,,2024,Condos,,2024,,https://www.livabl.com/winnipeg-mb/bloom-and-timber-condominiums,"From $239,900",1 - 3 bd,767 - 1362 SqFt,https://www.livabl.com/winnipeg-mb/bloom-and-timber-condominiums
Kenaston Boulevard & Waverley Street,Esprit,StreetSide Development Corporation (Winnipeg),Winnipeg,MB,Canada,,,Townhomes,,,,https://www.livabl.com/winnipeg-mb/esprit,Register Now,Floorplans coming soon bd,,https://www.livabl.com/winnipeg-mb/esprit
56 Goodman Drive,Highland Pointe,A&S Homes,Winnipeg,MB,Canada,,,Towns & Singles,,,,https://www.livabl.com/winnipeg-mb/highland-pointe2,"From $399,900",2 - 4 bd,1250 - 2050 SqFt,https://www.livabl.com/winnipeg-mb/highland-pointe2
