Street Name,Project,Developers,City,Province,Country,Postal Code,Completion,Building Type,Num Floors,Status,Brochure URL,Photos,Price,Bed,Area,Unit Url,Description,Status,Parking Included,Parking Price,Locker Included,Locker Price,Building Type,Deposit Structure
250 Lawrence Avenue West,250 Lawrence Condos,Graywood Developments Ltd,Bedford Park,Ontario,Canada,,2023,Condo,,8 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2019/06/250-lawrence-avenue-west-rendering-001-260x260.jpg,"$649,900",,496 to 1524 sq.ft.,https://www.talkcondo.com/toronto/250-lawrence-condos/,"250 Lawrence Condos is a new condominium development by Graywood Developments Ltd currently under construction located at 250 Lawrence Avenue West, Toronto in the Bedford Park neighbourhood with a 76/100 walk score and a 75/100 transit score. 250 Lawrence Condos is designed by BDP Quadrangle and will feature interior design by Patton Design Studio. Development is scheduled to be completed in 2023. The project is 9 storeys tall and has a total of 159 suites ranging from 491 sq.ft to 1806 sq.ft. Suites are priced from $649,900 to $2,087,900.",Under Construction,Yes,"$69,900",Yes,"$5,000",Condo &Townhouse,"$5,000.00 On Signing || Balance to 5% - 30 days || 10% - Occupancy || "
625 Sheppard Avenue East,Bayview at the Village Condos,Canderel Residential,Bayview Village,Ontario,Canada,,2024,Condo,,3 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2021/02/bayview-at-the-village-rendering-01-260x260.jpeg,"$999,900",,617 to 652 sq.ft.,https://www.talkcondo.com/toronto/bayview-at-the-village-condos/,"Bayview at the Village Condos is a new condominium development by Canderel Residential currently under construction located at 625 Sheppard Avenue East, Toronto in the Bayview Village neighbourhood with a 56/100 walk score and a 61/100 transit score. Bayview at the Village Condos is designed by Graziani + Corazza Architects Inc. and will feature interior design by II BY IV DESIGN. Development is scheduled to be completed in 2024. The project is 10 storeys tall and has a total of 238 suites ranging from 358 sq.ft to 1355 sq.ft. Suites are priced from $999,900 to $1,099,900.",Under Construction,Yes,"Included (1)
(Additional Parking: $89,000)",Yes,(Waitlist),Condo &Townhouse,"$5,000.00 On Signing || Balance to 5% - 30 days || 5% - 180 days || 10% - Occupancy || "
10 De Boers Drive,Avro Condos,Davpart Inc,York University,Ontario,Canada,,2019,Condo,,1 Condo for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2017/04/avro-condos-exterior-1-260x260.jpg,"$864,960",,1088 sq.ft.,https://www.talkcondo.com/toronto/avro-condos/,"Avro Condos is a new condominium development by Davpart Inc. currently in pre-construction located at 10 De Boers Drive, Toronto in the York University neighbourhood with a 56/100 walk score and a 89/100 transit score. Development is scheduled to be completed in 2019. The project is 14 storeys tall and has a total of 180 suites ranging from 475 sq.ft to 1088 sq.ft. Suites are priced from $864,960 to $864,960.",Pre-Construction,Yes,"$55,000",Yes,"$5,000",Condo,5% On Signing || 
151 Avenue Road,Avenue 151 Yorkville Condos,Dash Developments Inc,Yorkville,Ontario,Canada,,2020,Condo,,2 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2016/07/avenue-151-yorkville-exterior-260x260.jpg,"$1,848,000",,1075 to 1472 sq.ft.,https://www.talkcondo.com/toronto/avenue-151-yorkville-condos/,"Avenue 151 Yorkville Condos is a new condominium development by Dash Developments Inc that is now complete located at 151 Avenue Road, Toronto in the Yorkville neighbourhood with a 98/100 walk score and a 93/100 transit score. Avenue 151 Yorkville Condos is designed by Teeple Architects and will feature interior design by EsQape Design Inc.. Development is scheduled to be completed in 2020. The project is 10 storeys tall (38.0m, 124.7ft) and has a total of 70 suites ranging from 640 sq.ft to 2677 sq.ft. Avenue 151 Yorkville Condos is the # tallest condominium in  and the # tallest condominium in . Suites are priced from $1,848,000 to $2,600,000.",Complete,Yes,"$125,000",Yes,"$10,000",Condo,"$10,000.00 On Signing || Balance to 5% - 30 days || "
2500 Yonge Street,The Capitol Residences,Madison Group,Lytton Park,Ontario,Canada,,2025,Condo,,9 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2021/03/the-capitol-residences-hero-260x260.jpg,"$1,549,900",,1100 to 1910 sq.ft.,https://www.talkcondo.com/toronto/the-capitol-residences/,"The Capitol Residences is a new condominium development by Madison Group & Westdale Properties currently under construction located at 2500 Yonge Street, Toronto in the Lytton Park neighbourhood with a 90/100 walk score and a 87/100 transit score. The Capitol Residences is designed by Hariri Pontarini Architects & Turner Fleischer Architects and will feature interior design by Studio Munge. Development is scheduled to be completed in 2025. The project is 14 storeys tall and has a total of 145 suites ranging from 425 sq.ft to 2165 sq.ft. Suites are priced from $1,549,900 to $2,599,900.",Under Construction,Yes,"$99,000",Yes,"$6,000",Condo &Townhouse,"$10,000.00 On Signing || Balance to 5% - 30 days || 5% - 90 days || 5% - 500 days || 5% - Occupancy || "
200 Keewatin Avenue,Residences on Keewatin Park,Freed Developments,Yonge & Eglinton,Ontario,Canada,,2024,Condo,,5 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2019/12/keewatin-rendering-001-260x260.jpg,"$2,099,900",,1125 to 2063 sq.ft.,https://www.talkcondo.com/toronto/residences-on-keewatin-park/,"Residences on Keewatin Park is a new condominium development by Freed Developments & Trolleybus Urban Development Inc currently under construction located at 200 Keewatin Avenue, Toronto in the Yonge & Eglinton neighbourhood with a 74/100 walk score and a 80/100 transit score. Residences on Keewatin Park is designed by RAW Design. Development is scheduled to be completed in 2024. The project is 4 storeys tall and has a total of 36 suites ranging from 801 sq.ft to 2087 sq.ft. Suites are priced from $2,099,900 to $3,599,900.",Under Construction,Yes,"$75,000",Yes,Waitlist,Townhouse,"$10,000.00 On Signing || Balance to 5% - 30 days || 5% - 120 days || 10% - Occupancy || "
1184 Wilson Avenue,Wilson West Condos,First Avenue Properties,Downsview,Ontario,Canada,,2026,Condo,,20 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2022/12/wilson-west-condos-rendering-02-260x260.jpg,"$594,900",,480 to 714 sq.ft.,https://www.talkcondo.com/toronto/wilson-west-condos/,"Wilson West Condos is a new condominium development by First Avenue Properties currently in pre-construction located at 1184 Wilson Avenue, Toronto in the Downsview neighbourhood with a 67/100 walk score and a 67/100 transit score. Wilson West Condos is designed by Architecture Unfolded and will feature interior design by Create Design & Co.. Development is scheduled to be completed in 2026. The project is 12 storeys tall and has a total of 262 suites ranging from 457 sq.ft to 1129 sq.ft. Suites are priced from $594,900 to $849,900.",Pre-Construction,Yes,"$65,000",Yes,Waitlist,Condo,"$5,000.00 On Signing || Balance to 5% - 30 days || 2.5% - 180 days || 2.5% - 365 days || 2.5% - 420 days || 2.5% - 450 days || 5% - Occupancy || "
316 Campbell Avenue,316 Junction Condos,Marlin Spring Developments,The Junction,Ontario,Canada,,2026,Condo,,41 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2022/12/316-junction-condos-hero-260x260.jpg,"$616,990",,457 to 1086 sq.ft.,https://www.talkcondo.com/toronto/316-junction-condos/,"316 Junction Condos is a new condominium development by Marlin Spring Developments currently in pre-construction located at 316 Campbell Avenue, Toronto in the The Junction neighbourhood with a 82/100 walk score and a 75/100 transit score. 316 Junction Condos is designed by Giannone Petricone Associates Inc. and will feature interior design by TLY - Truong Ly Design. Development is scheduled to be completed in 2026. The project is 26 storeys tall and has a total of 313 suites ranging from 419 sq.ft to 1086 sq.ft. Suites are priced from $616,990 to $1,295,990.",Pre-Construction,Yes,"$85,000",Yes,Waitlist,Condo,"$10,000.00 On Signing || Balance to 5% - 30 days || 5% - Mar 22, 2024 || 5% - Mar 12, 2025 || 5% - Occupancy || "
281 Avenue Road,The Davies,Brandy Lane Homes,Summerhill,Ontario,Canada,,2023,Condo,,4 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2015/09/the-davies-condos-rendering-1-260x260.jpg,"$1,800,000",,1105 to 1957 sq.ft.,https://www.talkcondo.com/toronto/the-davies-condos/,"The Davies is a new condominium development by Brandy Lane Homes currently under construction located at 281 Avenue Road, Toronto in the Summerhill neighbourhood with a 94/100 walk score and a 86/100 transit score. The Davies is designed by SMV Architects and will feature interior design by Lukas Design Interiors. Development is scheduled to be completed in 2023. The project is 9 storeys tall (30.5m, 100.0ft) and has a total of 37 suites ranging from 855 sq.ft to 2900 sq.ft. The Davies is the # tallest condominium in  and the # tallest condominium in . Suites are priced from $1,800,000 to $3,500,000.",Under Construction,Yes,Included (1),Yes,"$25,000",Condo,5% On Signing || 5% - 60 days || 10% - Occupancy || 
12 Dervock Crescent,BT Modern Towns Bayview Village,Algar Developments Inc,Bayview Village,Ontario,Canada,,2022,Condo,,10 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2021/06/bt-modern-towns-bayview-village-rendering-01-260x260.jpg,"$1,079,900",,1038 to 1398 sq.ft.,https://www.talkcondo.com/toronto/bt-modern-towns-bayview-village/,"BT Modern Towns Bayview Village is a new condominium development by Algar Developments Inc. & Buildcrest that is now complete located at 12 Dervock Crescent, Toronto in the Bayview Village neighbourhood with a 70/100 walk score and a 71/100 transit score. Development is scheduled to be completed in 2022. The project is 3 storeys tall and has a total of 24 suites ranging from 839 sq.ft to 1585 sq.ft. Suites are priced from $1,079,900 to $1,599,900.",Complete,Yes,"$70,000",Yes,"$3,500",Townhouse,"$5,000.00 On Signing || Balance to 5% - 30 days || 5% - 90 days || 5% - Occupancy || "
603 Sherbourne Street,Burke Condos,Concert,Cabbagetown,Ontario,Canada,,2025,Condo,,3 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2020/09/burke-condos-rendering-01-260x260.jpeg,"$1,082,900",,954 to 1338 sq.ft.,https://www.talkcondo.com/toronto/burke-condos/,"Burke Condos is a new condominium development by Concert currently under construction located at 603 Sherbourne Street, Toronto in the Cabbagetown neighbourhood with a 95/100 walk score and a 95/100 transit score. Burke Condos is designed by IBI Group and will feature interior design by EsQape Design Inc.. Development is scheduled to be completed in 2025. The project is 53 storeys tall and has a total of 501 suites ranging from 436 sq.ft to 2091 sq.ft. Suites are priced from $1,082,900 to $1,442,900.",Under Construction,Yes,"$70,000",Yes,"$6,500",Condo,"$5,000.00 On Signing || 5% - 30 days || 2.5% - 120 days || 2.5% - 240 days || 2.5% - 365 days || 2.5% - 545 days || "
53 Sheppard Avenue West,NorthCore Condos,Fieldgate Urban,Lansing-Westgate,Ontario,Canada,,2026,Condo,,12 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2022/08/north-core-condos-rendering-01-260x260.jpg,"$506,000",,333 to 1026 sq.ft.,https://www.talkcondo.com/toronto/northcore-condos/,"NorthCore Condos is a new condominium development by Fieldgate Urban & Westdale Properties currently in pre-construction located at 53 Sheppard Avenue West, Toronto in the Lansing-Westgate neighbourhood with a 91/100 walk score and a 89/100 transit score. NorthCore Condos is designed by IBI Group and will feature interior design by Figure3. Development is scheduled to be completed in 2026. The project is 16 storeys tall and has a total of 352 suites ranging from 333 sq.ft to 1076 sq.ft. Suites are priced from $506,000 to $1,692,000.",Pre-Construction,Yes,"$95,000",Yes,Waitlist,Condo &Townhouse,"$10,000.00 On Signing || Balance to 5% - 30 days || 2.5% - 300 days || 2.5% - 450 days || 5% - 600 days || 5% - Occupancy || "
110 Broadway Avenue,Untitled North Tower Condos,Reserve Properties,Yonge & Eglinton,Ontario,Canada,,2025,Condo,,17 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2020/01/untitled-toronto-condos-rendering-012-260x260.jpeg,"$606,900",,307 to 1094 sq.ft.,https://www.talkcondo.com/toronto/untitled-north-tower-condos/,"Untitled North Tower Condos is a new condominium development by Reserve Properties & Westdale Properties currently in pre-construction located at 110 Broadway Avenue, Toronto in the Yonge & Eglinton neighbourhood with a 86/100 walk score and a 87/100 transit score. Untitled North Tower Condos is designed by IBI Group and will feature interior design by U31. Development is scheduled to be completed in 2025.  ranging from 307 sq.ft to 1094 sq.ft. Suites are priced from $606,900 to $1,671,900.",Pre-Construction,Yes,"$89,900",Yes,"$7,500",Condo,"$5,000.00 On Signing || Balance to 2.5% - 30 days || 2.5% - 120 days || 10% - Occupancy || "
110 Broadway Avenue,Untitled Toronto Condos,Reserve Properties,Yonge & Eglinton,Ontario,Canada,,2025,Condo,,19 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2019/11/untitled-toronto-condos-rendering-260x260.jpg,"$588,900",,302 to 1661 sq.ft.,https://www.talkcondo.com/toronto/untitled-toronto-condos/,"Untitled Toronto Condos is a new condominium development by Reserve Properties & Westdale Properties currently under construction located at 110 Broadway Avenue, Toronto in the Yonge & Eglinton neighbourhood with a 88/100 walk score and a 87/100 transit score. Untitled Toronto Condos is designed by IBI Group and will feature interior design by U31. Development is scheduled to be completed in 2025. The project is 34 storeys tall and has a total of 751 suites ranging from 302 sq.ft to 1661 sq.ft. Suites are priced from $588,900 to $2,521,900.",Under Construction,Yes,"$89,900",Yes,"$7,500",Condo &Townhouse,"$5,000.00 On Signing || Balance to 2.5% - 30 days || 2.5% - 120 days || 10% - Occupancy || "
840 Saint Clair Avenue West,Eight Forty Condos,Worsley Urban Partners,Hillcrest Village St Clair-Humewood,Ontario,Canada,,2022,Condo,,6 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2017/07/eight-forty-condos-exterior-rendering-260x260.jpg,"$852,900",,730 to 1190 sq.ft.,https://www.talkcondo.com/toronto/eight-forty-condos/,"Eight Forty Condos is a new condominium development by Worsley Urban Partners that is now complete located at 840 Saint Clair Avenue West, Toronto in the Hillcrest Village St Clair-Humewood neighbourhood with a 94/100 walk score and a 84/100 transit score. Eight Forty Condos is designed by RAW Design and will feature interior design by U31. Development is scheduled to be completed in 2022. The project is 9 storeys tall and has a total of 116 suites ranging from 530 sq.ft to 1340 sq.ft. Suites are priced from $852,900 to $1,399,900.",Complete,Yes,Included (1),Yes,Included (1),Condo,5% On Signing || 
